Employee_ID,EmployeeName,Gender,FixedEmployeeName,Position,EducationField,FixEducationField,Base_anual_salary,FixedBase_anual_salary,HireDate,FixHireDate,Satisfaction_level,Work_remotely,Emp_Address
439,ARTHUR BORGES,Female,Arthur Borges,Manager A,Marketing,Marketing,"28,000 €",28000,Saturday 30 July 2022,30/07/2022,0.43,No,"H91 GALWAY, GALWAY, IE"
440,RANDY MANNING,Female,Randy Manning,Technical support A,Life Sciences,Life Sciences,"35,000 €",35000,Sunday 14 August 2011,14/08/2011,0.77,No,"261  LA RIOJA, SPAIN, SP"
441,RICHARD ZERCHER,Female,Richard Zercher,Technical support A,Life Sciences,Life Sciences,"35,000 €",35000,Thursday 2 September 2010,02/09/2010,0.41,No,"71  PALMA, BALEARIC ISLANDS, IE"
442,DANIEL SCDORIS,Female,Daniel Scdoris,Technical support A,Human Resources,Human Resources,"28,000 €",28000,Saturday 30 July 2022,30/07/2022,0.41,Yes,"T23   CORK CITY, CORK COUNTY, IE"
443,LAN LEE,Female,Lan Lee,Internal Support IT,Other,Other,"28,000 €",28000,Sunday 14 August 2011,14/08/2011,0.36,No,"181  GRANADA, ANDALUCIA, SP"
444,TROY WILLIAMS,Female,Troy Williams,Manager A,Medical,Medical,"16,000 €",16000,Thursday 2 September 2010,02/09/2010,0.77,No,"A94  DUBLIN, DUBLIN, IE"
445,SANDRA HUANG,Female,Sandra Huang,Commercial sales,Technical Degree,Technical Degree,"25,000 €",25000,Sunday 14 April 2013,14/04/2013,0.81,No,"H91 GALWAY, GALWAY, IE"
446,SAHIR PUTRUS,Female,Sahir Putrus,Operator,Marketing,Marketing,"25,000 €",25000,Tuesday 10 July 2012,10/07/2012,0.39,No,"261  LA RIOJA, SPAIN, SP"
447,ELAINE COLEMAN,Female,Elaine Coleman,Operator,Life Sciences,Life Sciences,"28,000 €",28000,Thursday 7 August 2014,07/08/2014,0.09,No,"71  PALMA, BALEARIC ISLANDS, IE"
448,DENISE BAILEY,Female,Denise Bailey,Operator,Life Sciences,Life Sciences,"28,000 €",28000,Thursday 11 February 2016,11/02/2016,0.44,No,"T23   CORK CITY, CORK COUNTY, IE"
449,ANNETTE HOBRUCKER-PFEIFER,Female,Annette Hobrucker-Pfeifer,Operator,Marketing,Marketing,"45,000 €",45000,Thursday 16 March 2017,16/03/2017,0.1,No,"181  GRANADA, ANDALUCIA, SP"
450,WENDY STILL,Female,Wendy Still,Operator,Life Sciences,Life Sciences,"45,000 €",45000,Saturday 14 April 2018,14/04/2018,0.36,No,"A94  DUBLIN, DUBLIN, IE"
451,CHUTEH KOTAKE,Female,Chuteh Kotake,Administrative,Life Sciences,Life Sciences,,,Monday 13 May 2019,13/05/2019,0.81,No,
452,DIANA GUEVARA,Female,Diana Guevara,Administrative,Life Sciences,Life Sciences,,,Monday 28 June 2021,28/06/2021,0.81,No,
453,RAEMONA WILLIAMS,Female,Raemona Williams,Operator,Medical,Medical,,,Monday 12 January 2015,12/01/2015,0.85,No,
454,BRONWYN GUNDOGDU,Female,Bronwyn Gundogdu,Operator,Other,Other,,,Saturday 30 July 2022,30/07/2022,0.1,No,
455,TRYG MCCOY,Female,Tryg Mccoy,Operator,Life Sciences,Life Sciences,,,Sunday 14 August 2011,14/08/2011,0.37,No,
456,JAMES FLORES,Female,James Flores,Operator,Technical Degree,Technical Degree,,,Thursday 2 September 2010,02/09/2010,0.09,No,
457,VIVIAN DAY,Female,Vivian Day,Manager A,Medical,Medical,,,Saturday 30 July 2022,30/07/2022,0.44,No,
458,JEFFREY BARDEN,Female,Jeffrey Barden,Manager A,Life Sciences,Life Sciences,,,Sunday 14 August 2011,14/08/2011,0.86,No,
459,MATTHEW CANNON,Female,Matthew Cannon,Administrative,Marketing,Marketing,,,Thursday 2 September 2010,02/09/2010,0.77,No,
460,ROBERT GALLOT,Female,Robert Gallot,Administrative,Other,Other,,,Sunday 14 April 2013,14/04/2013,0.41,Yes,
461,ERIBERTO ISON,Female,Eriberto Ison,Manager A,Other,Other,,,Tuesday 10 July 2012,10/07/2012,0.4,No,
462,RICHARD UNTALAN,Female,Richard Untalan,Manager A,Medical,Medical,,,Thursday 7 August 2014,07/08/2014,0.43,No,
463,VERNONICA JONES,Female,Vernonica Jones,Operator,Medical,Medical,,,Thursday 11 February 2016,11/02/2016,0.43,No,
464,MICHAEL QUAN,Female,Michael Quan,Manager A,Life Sciences,Life Sciences,,,Thursday 16 March 2017,16/03/2017,0.8,No,
465,LARRY MITCHELL,Female,Larry Mitchell,Technical support A,Technical Degree,Technical Degree,,,Saturday 14 April 2018,14/04/2018,0.8,Yes,
466,JOHN HART,Female,John Hart,Manager A,Technical Degree,Technical Degree,,,Monday 13 May 2019,13/05/2019,0.82,No,
467,CARLOS GUTIERREZ,Female,Carlos Gutierrez,Manager A,Medical,Medical,,,Monday 28 June 2021,28/06/2021,0.37,No,
468,JOHN BARKER,Female,John Barker,Operator,Life Sciences,Life Sciences,,,Monday 12 January 2015,12/01/2015,0.37,No,
469,ANTHONY ROBINSON,Female,Anthony Robinson,Operator,Medical,Medical,,,Saturday 30 July 2022,30/07/2022,0.09,No,
470,MICHAEL COLEMAN,Female,Michael Coleman,Technical support A,Technical Degree,Technical Degree,,,Sunday 14 August 2011,14/08/2011,0.9,No,
471,JOSHUA KUMLI,Female,Joshua Kumli,Operator,Other,Other,,,Thursday 2 September 2010,02/09/2010,0.41,No,
472,JIM GIANG,Female,Jim Giang,Operator,Medical,Medical,,,Saturday 30 July 2022,30/07/2022,0.1,No,
473,GLENN MAR,Female,Glenn Mar,Technical support A,Medical,Medical,,,Sunday 14 August 2011,14/08/2011,0.44,No,
474,MANUEL PEGUEROS,Female,Manuel Pegueros,Manager A,Life Sciences,Life Sciences,,,Thursday 2 September 2010,02/09/2010,0.89,Yes,
475,THOMAS REY,Female,Thomas Rey,Operator,Life Sciences,Life Sciences,,,Sunday 14 April 2013,14/04/2013,0.42,No,
476,MICHAEL PHILPOTT,Female,Michael Philpott,Manager C,Medical,Medical,,,Tuesday 10 July 2012,10/07/2012,0.87,No,
477,DAMON HART,Female,Damon Hart,Administrative,Marketing,Marketing,,,Thursday 7 August 2014,07/08/2014,0.45,No,
478,JAMES DEIGNAN,Female,James Deignan,Technical support B,Other,Other,,,Thursday 11 February 2016,11/02/2016,0.11,Yes,
479,CHRISTIANE HAYASHI,Female,Christiane Hayashi,Technical support B,Medical,Medical,,,Thursday 16 March 2017,16/03/2017,0.09,No,
480,RICHARD CURRIE,Female,Richard Currie,Technical support B,Medical,Medical,,,Saturday 14 April 2018,14/04/2018,0.76,No,
481,ALLEN TURPIN,Other,Allen Turpin,Manager A,Life Sciences,Life Sciences,,,Monday 13 May 2019,13/05/2019,0.11,Yes,
482,HERBERT HENLEY,Other,Herbert Henley,Technical support C,Life Sciences,Life Sciences,,,Monday 28 June 2021,28/06/2021,0.37,No,
483,DANIEL DEDET,Other,Daniel Dedet,Operator,Life Sciences,Life Sciences,,,Monday 12 January 2015,12/01/2015,0.1,Yes,
484,DEREK WING,Other,Derek Wing,Internal Support IT,Medical,Medical,,,Saturday 30 July 2022,30/07/2022,0.77,No,
485,TONEY CHAPLIN,Other,Toney Chaplin,Operator,Other,Other,,,Sunday 14 August 2011,14/08/2011,0.42,No,
486,PIERRE MARTINEZ,Other,Pierre Martinez,Operator,Medical,Medical,,,Thursday 2 September 2010,02/09/2010,0.38,No,
487,DENNIS O'NEILL,Other,Dennis O'Neill,Operator,Medical,Medical,,,Saturday 30 July 2022,30/07/2022,0.32,No,
488,MICHAEL DUDOROFF,Other,Michael Dudoroff,Administrative,Marketing,Marketing,,,Sunday 14 August 2011,14/08/2011,0.38,No,
489,RUDOLPH ERLER,Other,Rudolph Erler,Commercial sales,Life Sciences,Life Sciences,,,Thursday 2 September 2010,02/09/2010,0.19,No,
490,MARTIN GRAN,Other,Martin Gran,Commercial sales,Life Sciences,Life Sciences,,,Sunday 14 April 2013,14/04/2013,0.1,No,
491,GAVIN ESTUPINIAN,Other,Gavin Estupinian,Internal Support IT,Other,Other,,,Tuesday 10 July 2012,10/07/2012,0.76,No,
492,CARL FABBRI,Other,Carl Fabbri,Technical support A,Life Sciences,Life Sciences,,,Thursday 7 August 2014,07/08/2014,0.53,No,
493,JILL LECOUNT,Other,Jill Lecount,Technical support A,Medical,Medical,,,Thursday 11 February 2016,11/02/2016,0.39,No,
494,JEFF COLUMBINI,Other,Jeff Columbini,Manager C,Life Sciences,Life Sciences,,,Thursday 16 March 2017,16/03/2017,0.11,No,
495,ANDRE WILLIAMS,Other,Andre Williams,Operator,Life Sciences,Life Sciences,,,Saturday 14 April 2018,14/04/2018,0.1,No,
496,FLOYD ROLLINS,Other,Floyd Rollins,Manager A,Technical Degree,Technical Degree,,,Monday 13 May 2019,13/05/2019,0.84,No,
497,JOSE CASTILLO,Other,Jose Castillo,Operator,Marketing,Marketing,,,Monday 28 June 2021,28/06/2021,0.82,No,
498,THOMAS KOHMANN,Other,Thomas Kohmann,Operator,Technical Degree,Technical Degree,"45,000 €",45000,Monday 12 January 2015,12/01/2015,0.1,No,"T23   CORK CITY, CORK COUNTY, IE"
499,KATHRYN HOW,Other,Kathryn How,Operator,Other,Other,"28,000 €",28000,Saturday 30 July 2022,30/07/2022,0.59,Yes,"181  GRANADA, ANDALUCIA, SP"
500,KANDACE BENDER,Other,Kandace Bender,Operator,Medical,Medical,"31,000 €",31000,Sunday 14 August 2011,14/08/2011,0.44,Yes,"A94  DUBLIN, DUBLIN, IE"
